url_key,name,description,categories_slug,status,sku,weight,inventory_sources,inventories,price,tax_category_id,images,meta_title,meta_description,new,featured,visible_individually,cost,width,height,depth,type,attribute_family_name,guest_checkout,meta_keywords,short_description,special_price,special_price_from,special_price_to,"choose a mobile model",color,"design options",user_id,country,delivery_charge
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,"Powerful Women with Graphical Image Mobile case cover","<p><b>Mobile Case Cover Description :</b> <br>* 100% brand new and high-quality. Light weight with special design. <br> * Perfectly suitable For All phone models. <br> * Protect your phone from scratches and chips, dirt and bumps. <br> * Buttons, lens and camera can be perfectly accessed as there will be perfectly shaped holes. <br> * Package: 1 Randyf Printed Mobile Case Cover. <br><br><b>Note:</b> <br>*Before ordering look at the title to see if you are ordering for the right brand and model.<br> * Else search again and find the right model. <br><br><b>Disclaimer: </b><br>*Though the holes of the cover will be perfect to the model, sometime it will not be in the expected place based on the photo.<br>* This is unavoidable, but we will take utmost care to ship the perfect item every time.</p>",mobile-case-cover,1,BSRPMAA001,250.00000000,default,500,195,,"https://i.imgur.com/BWomMaV.jpg,https://i.imgur.com/A2boE2D.jpg","Powerful Women with Graphical Image Mobile case cover","<p><b>Mobile Case Cover Description :</b> <br>* 100% brand new and high-quality. Light weight with special design. <br> * Perfectly suitable For All phone models. <br> * Protect your phone from scratches and chips, dirt and bumps. <br> * Buttons, lens and camera can be perfectly accessed as there will be perfectly shaped holes. <br> * Package: 1 Randyf Printed Mobile Case Cover. <br><br><b>Note:</b> <br>*Before ordering look at the title to see if you are ordering for the right brand and model.<br> * Else search again and find the right model. <br><br><b>Disclaimer: </b><br>*Though the holes of the cover will be perfect to the model, sometime it will not be in the expected place based on the photo.<br>* This is unavoidable, but we will take utmost care to ship the perfect item every time.</p>",0,0,1,,,,,simple,Default,1,,"<p><b>Mobile Case Cover Description :</b> ",,,,"Apple iphone 6s",Grey,"Abstract and illusions",1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
Powerful-Women-with-Graphical-Image-Mobile-case-cover-10182,,,,0,BSRPMAA001,250.00000000,default,500,195,,,"Powerful Women with Graphical Image Mobile case cover",0,0,1,,,,,simple,Default,1,,,,,,,,,1,IN,0
